iata_code	name	timezone
HES	Hermiston Municipal Airport	America/Los_Angeles
HET	Hohhot Baita International Airport	Asia/Shanghai
HEV	Huelva Railway Station	Europe/Madrid
HEW	Dongyang Hengdian General Airport	Asia/Shanghai
HEX	Herrera International Airport	America/Santo_Domingo
HEY	Fort Rucker, Hanchey Army Heliport	America/Chicago
HEZ	Natchez	America/Chicago
HFA	Haifa International Airport	Asia/Jerusalem
HFD	Hartford-Brainard Airport	America/New_York
HFE	Hefei Xinqiao International Airport	Asia/Shanghai
HFF	Mackall Army Airfield	America/New_York
HFH	Hereford Railway Station	Europe/London
HFN	Hornafjörður Airport	Atlantic/Reykjavik
HFS	Hagfors Airport	Europe/Stockholm
HFT	Hammerfest Airport	Europe/Oslo
HGA	Egal International Airport - Hargeisa	Africa/Mogadishu
HGD	Hughenden Airport	Australia/Brisbane
HGE	Higuerote Airport	America/Caracas
HGH	Hangzhou Xiaoshan International Airport	Asia/Shanghai
HGI	Heglig Airport	Africa/Khartoum
HGL	Heligoland Airport	Europe/Berlin
HGN	Mae Hong Son	Asia/Bangkok
HGO	Korhogo Airport	Africa/Abidjan
HGR	Hagerstown Regional Airport	America/New_York
HGS	Hastings Airport	Africa/Freetown
HGT	Fort Hunter Liggett Heliport	America/Los_Angeles
HGU	Mount Hagen Airport	Pacific/Port_Moresby
HGZ	Hogatza	America/Anchorage
HHA	Changsha Datuopu Airport	Asia/Chongqing
HHE	Hachinohe Ab	Asia/Tokyo
HHH	Hilton Head	America/New_York
HHI	Wheeler Army Airfield	Pacific/Honolulu
HHK	Exchange Square Bus Station	Asia/Hong_Kong
HHL	Hangzhou Tourist Center Bus Station	Asia/Shanghai
HHN	Frankfurt-Hahn Airport	Europe/Berlin
HHP	Shun Tak Heliport	Asia/Hong_Kong
HHQ	Hua Hin Airport	Asia/Bangkok
HHR	Jack Northrop Field/Hawthorne Municipal Airport	America/Los_Angeles
HHS	Zhongshan Bus Station	Asia/Shanghai
HHZ	Hikueru Atoll Airport	Pacific/Tahiti
HIA	Huai'an Lianshui Airport	Asia/Shanghai
HIB	Hibbing	America/Chicago
HID	Horn Island Airport	Australia/Brisbane
HIE	Whitefield	America/New_York
HIF	Hill Air Force Base	America/Denver
HIG	Highbury Airport	Australia/Brisbane
HIH	Hook Island QL AU Heliport	Australia/Brisbane
HII	Lake Havasu City Airport	America/Phoenix
HIJ	Hiroshima Airport	Asia/Tokyo
HIK	Hickam Field	Pacific/Honolulu
HIL	Shilavo Airport	Africa/Addis_Ababa
HIM	Hingurakgoda Minneriya Airport	Asia/Colombo
HIN	Sacheon Airport	Asia/Seoul
HIO	Portland-Hillsboro Airport	America/Los_Angeles
HIP	Headingly Airport	Australia/Brisbane
HIR	Honiara-Henderson International Airport	Pacific/Guadalcanal
HIS	Hayman Island Resort Seaplane Base	Australia/Lindeman
HIT	Hivaro	Pacific/Port_Moresby
HIW	Hiroshimanishi	Asia/Tokyo
HIX	Hiva Oa Airport	Pacific/Marquesas
HJJ	Zhijiang Airport	Asia/Shanghai
HJR	Khajuraho Civil Airport	Asia/Kolkata
HJT	Khujirt Airport	Asia/Ulaanbaatar
HKA	Blytheville Municipal Airport	America/Chicago
HKB	Healy Lake Airport	America/Anchorage
HKC	China Ferry Terminal	Asia/Hong_Kong
HKD	Hakodate Airport	Asia/Tokyo
HKG	Hong Kong International Airport	Asia/Hong_Kong
HKK	Hokitika Aerodrome	Pacific/Auckland
HKN	Hoskins Airport	Pacific/Port_Moresby
HKP	Kaanapali Airport	Pacific/Honolulu
HKR	Mara North Airport	Africa/Nairobi
HKS	Hawkins Field	America/Chicago
HKT	Phuket International Airport	Asia/Bangkok
HKV	Haskovo Malevo Airport	Europe/Sofia
HKY	Hickory Regional Airport	America/New_York
HLA	Lanseria International Airport	Africa/Johannesburg
HLB	Hillenbrand Industries Airport	America/Indiana/Indianapolis
HLC	Hill City Municipal Airport	America/Chicago
HLD	Hulunbuir Hailar Airport	Asia/Shanghai
HLE	Saint Helena Airport	Atlantic/St_Helena
HLF	Hultsfred Airport	Europe/Stockholm
HLG	Wheeling Ohio County Airport	America/New_York
HLH	Ulanhot Airport	Asia/Shanghai
HLI	Hollister	America/Los_Angeles
HLJ	Beidahuang General Airport	Asia/Shanghai
HLL	Hillside	Australia/Perth
HLM	Park Township Airport	America/Detroit
HLN	Helena Regional Airport	America/Denver
HLO	Ingjaldssandur	Atlantic/Reykjavik
HLP	Halim Perdanakusuma Airport	Asia/Jakarta
HLR	Killeen Fort Hood TX US Hood A	America/Chicago
HLS	St Helens Airport	Australia/Hobart
HLT	Hamilton Airport	Australia/Melbourne
HLU	Nesson Airport	Pacific/Noumea
HLV	Helenvale Airport	Australia/Brisbane
HLW	Hluhluwe Airport	Africa/Johannesburg
HLY	Holyhead Railway Station	Europe/London
HLZ	Hamilton International Airport	Pacific/Auckland
HMA	Hanty-Mansijsk Airport	Asia/Yekaterinburg
HMB	Sohag International Airport	Africa/Cairo
HME	Oued Irara-Krim Belkacem Airport	Africa/Algiers
HMG	Hermannsburg	Australia/Darwin
HMI	Hami Airport	Asia/Urumqi
HMJ	Khmelnytskyi Airport	Europe/Kiev
HMN	Holloman Air Force Base	America/Denver
HMO	General Ignacio Pesqueira García International Airport	America/Hermosillo
HMR	Stafsberg Airport	Europe/Oslo
HMS	Haji Muhammad Sidik Airport	Asia/Pontianak
HMT	Hemet-Ryan Airport	America/Los_Angeles
HMV	Hemavan Airport	Europe/Stockholm
HMY	Seosan Airport	Asia/Seoul
HNA	Morioka Hanamaki Airport	Asia/Tokyo
HNB	Huntingburg Airport	America/Indiana/Vincennes
HNC	Hatteras	America/New_York
HND	Tokyo International Airport	Asia/Tokyo
HNE	Tahneta Pass Lodge	America/Anchorage
HNG	Hienghene Airport	Pacific/Noumea
HNH	Hoonah	America/Juneau
HNI	Heiweni	Pacific/Port_Moresby
HNK	Hinchinbrook Island Airport	Australia/Brisbane
HNL	Daniel K. Inouye International Airport	Pacific/Honolulu
HNM	Hana	Pacific/Honolulu
HNN	Honinabi Airport	Pacific/Port_Moresby
HNO	Herceg Novi	Europe/Podgorica
HNS	Haines	America/Juneau
HNX	Hanna	America/Denver
HNY	Hengyang Bajialing Airport	Asia/Shanghai
HNZ	Shenzhen Bus Station	Asia/Shanghai
HOA	Hola Airport	Africa/Nairobi
HOB	Hobbs Airport	America/Denver
HOC	Komako	Pacific/Port_Moresby
HOD	Hodeidah Airport	Asia/Aden
HOE	Ban Huoeisay Airport	Asia/Vientiane
HOF	Al Ahsa Airport	Asia/Riyadh
HOG	Frank País International Airport	America/Havana
HOH	Hohenems-Dornbirn Airport	Europe/Vienna
HOI	Hao Airport	Pacific/Tahiti
HOK	Hooker Creek Airport	Australia/Darwin
HOL	Holikachuk	America/Anchorage
HOM	Homer Airport	America/Anchorage
HON	Huron Regional Airport	America/Chicago
HOO	Nhon Co Airport	Asia/Ho_Chi_Minh
HOP	Fort Campbell U. S. Army Airfield	America/Chicago
HOQ	Hof–Plauen Airport	Europe/Berlin
HOR	Horta Airport	Atlantic/Azores
HOS	Chos Malal Airport	America/Argentina/Salta
HOT	Memorial Field Airport	America/Chicago
HOU	William P Hobby Airport	America/Chicago
HOV	Ørsta–Volda Airport, Hovden	Europe/Oslo
HOW	Fort Kobbe AFB	America/Panama
HOX	Homalin	Asia/Yangon
HOY	Hoy Longhope	Europe/London
HPA	Lifuka Island Airport	Pacific/Tongatapu
HPB	Hooper Bay Airport	America/Nome
HPE	Hope Vale	Australia/Brisbane
HPG	Shennongjia Hongping Airport	Asia/Shanghai
HPH	Cat Bi International Airport	Asia/Bangkok
HPN	Westchester County Airport	America/New_York
HPP	Poipet	Asia/Phnom_Penh
HPT	Hampton Municipal Airport	America/Chicago
HPV	Hanalei (CDP)	Pacific/Honolulu
HPY	Baytown Airport	America/Chicago
HQM	Hoquiam	America/Los_Angeles
HRA	Mansehra Airport	Asia/Karachi
HRB	Harbin Taiping International Airport	Asia/Shanghai
HRC	Zhairem	Asia/Almaty
HRD	Harstad	Europe/Oslo
HRE	Robert Gabriel Mugabe International Airport	Africa/Harare
HRF	Hoarafushi Airport	Indian/Maldives
HRG	Hurghada International Airport	Africa/Cairo
HRI	Hambantota International Airport	Asia/Colombo
HRJ	Chaurjhari	Asia/Kathmandu
HRK	Kharkiv International Airport	Europe/Zaporozhye
HRL	Rio Grande Valley International Airport	America/Chicago
HRM	Hassi R'Mel Airport	Africa/Algiers
HRN	Heron Island Seaplane Base	Australia/Brisbane
HRO	Harrison	America/Chicago
HRR	La Herrera	America/Bogota
HRS	Harrismith Airport	Africa/Johannesburg
HRT	RAF Linton-On-Ouse	Europe/London
HRY	Henbury Airport	Australia/Darwin
HRZ	Horizontina Airport	America/Sao_Paulo
HSA	Hazret Sultan International Airport	Asia/Almaty
HSB	Harrisburg IL US Raleigh	America/Chicago
HSC	Shaoguan Guitou Airport	Asia/Shanghai
HSD	Huangshi Railway Station	Asia/Shanghai
HSG	Saga Airport	Asia/Tokyo
HSH	Henderson Executive Airport	America/Los_Angeles
HSI	Hastings Municipal Airport	America/Chicago
HSJ	Zhengzhou Shangjie Airport	Asia/Shanghai
HSK	Huesca-Pirineos Airport	Europe/Madrid
HSL	Huslia Airport	America/Anchorage
HSM	Horsham Airport	Australia/Melbourne
HSN	Zhoushan Airport	Asia/Shanghai
HSP	Ingalls Field Airport	America/New_York
HSQ	Huangshi Bus Station	Asia/Shanghai
HSS	Hisar Airport	Asia/Kolkata
HST	Homestead Air Force Base	America/New_York
HSV	Huntsville International Airport-Carl T Jones Field	America/Chicago
HSZ	Hsinchu Air Base	Asia/Taipei
HTA	Kadala Airport	Asia/Yakutsk
HTB	Terre-de-Bas	America/Guadeloupe
HTG	Khatanga Airport	Asia/Krasnoyarsk
HTH	Hawthorne Municipal Airport	America/Los_Angeles
HTI	Great Barrier Reef Airport	Australia/Lindeman
HTL	Roscommon County-Blodgett Memorial Airport	America/Detroit
HTM	Khatgal Airport	Asia/Ulaanbaatar
HTN	Hotan Airport	Asia/Urumqi
HTO	East Hampton Airport	America/New_York
HTR	Hateruma Airport	Asia/Tokyo
HTS	Tri-State Airport	America/New_York
HTT	Huatugou Airport	Asia/Shanghai
HTU	Hopetoun Airport	Australia/Melbourne
HTV	Huntsville Municipal Airport	America/Chicago
HTW	Lawrence County Airpark	America/New_York
HTY	Hatay Airport	Europe/Istanbul
HTZ	Hato Corozal Airport	America/Bogota
HUA	Redstone Army Airfield	America/Chicago
HUB	Humbert River Airport	Australia/Darwin
HUC	Humacao	America/Puerto_Rico
HUD	Humboldt Airport	America/Chicago
HUE	Humera Airport	Africa/Addis_Ababa
HUF	Terre Haute, Terre Haute International Airport - Hulman Field	America/Indiana/Indianapolis
HUG	Huehuetenango	America/Guatemala
HUH	Huahine – Fare Airport	Pacific/Tahiti
HUI	Phu Bai International Airport	Asia/Bangkok
HUJ	Stan Stamper Municipal Airport	America/Chicago
HUK	Hukuntsi Airport	Africa/Gaborone
HUL	Houlton International Airport	America/New_York
HUM	Houma	America/Chicago
HUN	Hualien Airport	Asia/Taipei
HUO	Huolinhe Airport	Asia/Shanghai
HUQ	Hon Airport	Africa/Tripoli
HUS	Hughes	America/Anchorage
HUT	Hutchinson Municipal Airport	America/Chicago
HUU	Alférez FAP David Figueroa Fernandini Airport	America/Lima
HUV	Hudiksvall Airport	Europe/Stockholm
HUW	Francisco Correa da Cruz Airport	America/Manaus
HUX	Bahías de Huatulco International Airport	America/Mexico_City
HUY	Humberside Airport	Europe/London
HUZ	Huizhou Pingtan Airport	Asia/Shanghai
HVA	Analalava Airport	Indian/Antananarivo
HVB	Hervey Bay	Australia/Brisbane
HVD	Khovd Airport	Asia/Hovd
HVE	Hanksville Airport	America/Denver
HVG	Honningsvåg Airport, Valan	Europe/Oslo
HVK	Hólmavík Airport	Atlantic/Reykjavik
HVN	Tweed-New Haven Airport	America/New_York
HVR	Havre City/County Airport	America/Denver
HVS	Hartsville	America/New_York
HVT	Tikkurila Railway Station	Europe/Helsinki
HVZ	Hévíz Ma Bus Station	Europe/Budapest
HWA	Hawabango	Pacific/Port_Moresby
HWD	Hayward Air Terminal Airport	America/Los_Angeles
HWI	Hawk Inlet	America/Juneau
HWK	Wilpena Pound Airport	Australia/Adelaide
HWN	Hwange National Park Airport	Africa/Harare
HWO	North Perry Airport	America/New_York
HXD	Delingha Airport	Asia/Shanghai
HXN	Xingtai East Railway Station	Asia/Shanghai
HXX	Hay Airport	Australia/Sydney
HYA	Hyannis	America/New_York
HYC	Wycombe Air Park	Europe/London
HYD	Rajiv Gandhi International Airport	Asia/Kolkata
HYF	Hayfields Airport	Pacific/Port_Moresby
HYG	Hydaburg Seaplane Base	America/Metlakatla
HYL	Hollis	America/Juneau
HYN	Taizhou Luqiao Airport	Asia/Shanghai
HYR	Sawyer County Airport	America/Chicago
HYS	Hays Municipal Airport	America/Chicago
HYV	Hyvinkaa Airport	Europe/Helsinki
HZA	Heze Airport	Asia/Shanghai
HZB	Merville–Calonne Airport	Europe/Paris
HZC	Huzhou Railway Station	Asia/Shanghai
HZD	Hangzhou East Railway Station	Asia/Shanghai
HZG	Hanzhong Airport	Asia/Shanghai
HZH	Liping Airport	Asia/Shanghai
HZK	Husavik Airport	Atlantic/Reykjavik
HZL	Hazleton Regional Airport	America/New_York
HZP	Fort MacKay/Horizon Airport	America/Edmonton
HZR	False River Regional Airport	America/Chicago
HZU	Chengdu Huaizhou Airport	Asia/Shanghai
HZV	Hazyview	Africa/Johannesburg
IAA	Igarka Airport	Asia/Krasnoyarsk
IAB	Mc Connell Air Force Base	America/Chicago
IAD	Washington Dulles International Airport	America/New_York
IAG	Niagara Falls International Airport	America/New_York
IAH	George Bush Intercontinental Airport	America/Chicago
IAM	In Aménas Airport	Africa/Algiers
IAN	Kiana	America/Anchorage
IAO	Sayak Airport	Asia/Manila
IAQ	Bahregan	Asia/Tehran
IAR	Tunoshna Airport	Europe/Moscow
IAS	Iași International Airport	Europe/Bucharest
IAU	Iaura	Pacific/Port_Moresby
IBA	Ibadan	Africa/Lagos
IBB	Isabela Island	Pacific/Galapagos
IBD	Chaoshan Railway Station	Asia/Shanghai
IBE	Perales Airport, El Salado	America/Bogota
IBI	Iboki	Pacific/Port_Moresby
IBL	Indigo Bay Lodge	Africa/Maputo
IBM	Iron Bridge Airport	Australia/Perth
IBO	Ibo MZ	Africa/Maputo
IBP	Iberia Airport	America/Lima
IBR	Hyakuri Ab	Asia/Tokyo
IBT	Bologna Centrale railway station	Europe/Rome
IBZ	Ibiza Airport	Europe/Madrid
ICA	Icabarú Airport	America/Caracas
ICC	Andrés Miguel Salazar Marcano Airport	America/Caracas
ICI	Cicia Airport	Pacific/Fiji
ICK	Majoor Henry Fernandes Airport	America/Paramaribo
ICL	Schenck Field Airport	America/Chicago
ICN	Incheon International Airport	Asia/Seoul
ICO	Sicogon Island	Asia/Manila
ICR	Nicaro Airport	America/Havana
ICS	Cascade Airport	America/Boise
ICT	Wichita Mid-Continent Airport	America/Chicago
ICY	Icy Bay Airport	America/Anchorage
IDA	Idaho Falls	America/Boise
IDB	Idre Airport	Europe/Stockholm
IDC	Chilonzuine Is	Africa/Maputo
IDF	Idiofa Airport	Africa/Kinshasa
IDG	Ida Grove Municipal Airport	America/Chicago
IDH	Idaho County Airport	America/Los_Angeles
IDI	Indiana County/Jimmy Stewart Field	America/New_York
IDK	Indulkana Airport	Australia/Adelaide
IDN	Indagen	Pacific/Port_Moresby
IDO	Santa Isabel do Morro Airport	America/Araguaina
IDP	Independence Municipal Airport	America/Chicago
IDR	Devi Ahilyabai Holkar International Airport	Asia/Kolkata
IDY	Ile d'Yeu	Europe/Paris
IEG	Babimost	Europe/Warsaw
IEJ	Iejima Airport	Asia/Tokyo
IES	Riesa Göhlis Airport	Europe/Berlin
IEV	Kyiv Zhuliany International Airport	Europe/Kiev
IFA	Iowa Falls Municipal Airport	America/Chicago
IFF	Iffley Airport	Australia/Brisbane
IFH	Hesa Airport	Asia/Tehran
IFJ	Ísafjörður Airport	Atlantic/Reykjavik
IFL	Innisfail Aerodrome	Australia/Brisbane
IFN	Isfahan International Airport	Asia/Tehran
IFO	Ivano-Frankivsk International Airport	Europe/Uzhgorod
IFP	Laughlin/Bullhead International Airport	America/Phoenix
IFU	Ifuru Island Airport	Indian/Maldives
IGA	Inagua	America/Nassau
IGB	Ingeniero Jacobacci Airport	America/Argentina/Salta
IGD	Iğdır Airport	Europe/Istanbul
IGE	Iguela	Africa/Libreville
IGG	Igiugig	America/Anchorage
IGH	Ingham Airport	Australia/Brisbane
IGL	Çiğli Air Base	Europe/Istanbul
IGM	Kingman Airport	America/Phoenix
IGN	Iligan	Asia/Manila
IGO	Chigorodó Airport	America/Bogota
IGR	Cataratas del Iguazú International Airport	America/Argentina/Cordoba
IGS	Ingolstadt Manching Airport	Europe/Berlin
IGT	Magas Airport	Europe/Moscow
IGU	Foz do Iguaçu / Cataratas International Airport	America/Sao_Paulo
IHA	Niihama	Asia/Tokyo
IHC	Inhaca Airport	Africa/Maputo
IHN	Qishn Airport	Asia/Aden
IHO	Ihosy Airport	Indian/Antananarivo
IHR	Iranshahr Airport	Asia/Tehran
IHU	Ihu Airport	Pacific/Port_Moresby
IIA	Inishmaan Aerodrome	Europe/Dublin
IIL	Ilam	Asia/Tehran
IIN	Nishinoomote Airport	Asia/Tokyo
IIS	Nissan Island Airport	Pacific/Bougainville
IJK	Izhevsk Airport	Europe/Samara
IJU	Ijuí Airport	America/Sao_Paulo
IJX	Jacksonville Municipal Airport	America/Chicago
IKA	Tehran Imam Khomeini International Airport	Asia/Tehran
IKB	Wilkes County Airport	America/New_York
IKE	Ikerasak Heliport	America/Nuuk
IKI	Iki Airport	Asia/Tokyo
IKK	Kankakee	America/Chicago
IKL	Ikela Airport	Africa/Kinshasa
IKO	Nikolski Air Station	America/Adak
IKP	Inkerman Airport	Australia/Brisbane
IKS	Tiksi Airport	Asia/Yakutsk
IKT	Irkutsk Airport	Asia/Irkutsk
IKU	Issyk-Kul International Airport	Asia/Bishkek
ILA	Illaga Airport	Asia/Jayapura
ILB	Ilha Solteira	America/Campo_Grande
ILD	Lleida-Alguaire Airport	Europe/Madrid
ILE	Skylark Field Airport	America/Chicago
ILF	Ilford Airport	America/Winnipeg
ILG	Wilmington	America/New_York
ILH	Illesheim Army Heliport	Europe/Berlin
ILI	Iliamna	America/Anchorage
ILK	Atsinanana Airport	Indian/Antananarivo
ILL	Willmar Municipal Airport	America/Chicago
ILM	Wilmington International Airport	America/New_York
ILN	Wilmington	America/New_York
ILO	Iloilo International Airport	Asia/Manila
ILP	Île des Pins Airport	Pacific/Noumea
ILQ	Ilo Airport	America/Lima
ILR	Ilorin	Africa/Lagos
ILS	Ilopango International Airport	America/El_Salvador
ILU	Kilaguni Airport	Africa/Nairobi
ILX	Ileg	Pacific/Port_Moresby
ILY	Islay Airport	Europe/London
ILZ	Žilina Airport	Europe/Bratislava
IMA	Iamalele	Pacific/Port_Moresby
IMB	Imbaimadai Airport	America/Guyana
IMD	Imonda	Pacific/Port_Moresby
IMF	Imphal International Airport	Asia/Kolkata
IMG	Inhaminga MZ	Africa/Maputo
IMI	Ine Airport	Pacific/Majuro
IMK	Simikot Airport	Asia/Kathmandu
IML	Imperial Municipal Airport	America/Denver
IMM	Immokalee Regional Airport	America/New_York
IMN	Imane	Pacific/Port_Moresby
IMO	Zemio Airport	Africa/Bangui
IMP	Imperatriz	America/Araguaina
IMQ	Maku International Airport	Asia/Tehran
IMR	Stazione Milano Rogoredo	Europe/Rome
IMT	Iron Mountain	America/Menominee
INA	Inta Airport	Europe/Moscow
INB	Independence and Mango Creek	America/Belize
INC	Yinchuan Hedong Airport	Asia/Shanghai
IND	Indianapolis International Airport	America/Indiana/Indianapolis
INE	Chinde	Africa/Maputo
INF	In Guezzam	Africa/Algiers
ING	Lago Argentino Aerodrome	America/Argentina/Rio_Gallegos
INH	Inhambane	Africa/Maputo
INI	Niš Constantine the Great Airport	Europe/Belgrade
INJ	Injune Airport	Australia/Brisbane
INK	Winkler County Airport	America/Chicago
INL	International Falls	America/Chicago
INM	Innamincka Airport, Innamincka	Australia/Adelaide
INN	Innsbruck Airport	Europe/Vienna
INO	Inongo	Africa/Kinshasa
INP	Napoli Centrale Railway Station	Europe/Rome
INQ	Inisheer	Europe/Dublin
INR	Kincheloe Air Force Base	America/Detroit
INS	Creech Air Force Base	America/Los_Angeles
INT	Winston-Salem	America/New_York
INU	Yaren	Pacific/Nauru
INV	Inverness Dalcross Airport	Europe/London
INW	Winslow Municipal Airport	America/Phoenix
INX	Inanwatan Airport	Asia/Jayapura
INY	Inyati	Africa/Johannesburg
INZ	In Salah	Africa/Algiers
IOA	Ioannina National Airport	Europe/Athens
IOB	Innsbruck Hauptbahnhof	Europe/Vienna
IOK	Iokea	Pacific/Port_Moresby
IOM	Isle Of Man / Ronaldsway Airport	Europe/Isle_of_Man
ION	Impfondo Airport	Africa/Brazzaville
IOP	Ioma	Pacific/Port_Moresby
IOQ	Isortoq Heliport	America/Nuuk
IOR	Inishmore Aerodrome	Europe/Dublin
IOS	Ilhéus Jorge Amado Airport	America/Bahia
IOT	Illorsuit Heliport	America/Nuuk
IOU	Edmond Cané Airport	Pacific/Noumea
IOW	Iowa City Municipal Airport	America/Chicago
IPA	Ipota	Pacific/Efate
IPC	Mataveri International Airport	Pacific/Easter
IPE	Ipil Airport	Asia/Manila
IPG	Ipiranga Airport	America/Manaus
IPH	Sultan Azlan Shah Airport	Asia/Kuala_Lumpur
IPI	Ipiales / San Luis	America/Bogota
IPL	Imperial County Airport	America/Los_Angeles
IPN	Usiminas Airport	America/Sao_Paulo
IPR	Milano Porta Garibaldi Railway Station	Europe/Rome
IPT	Williamsport-Lycoming County Airport	America/New_York
IPU	Ipiaú Airport	America/Bahia
IPW	Ipswich Railway Station	Europe/London
IPZ	San Isidro de El General Airport	America/Costa_Rica
IQA	Al Asad Airbase	Asia/Baghdad
IQM	Qiemo Airport	Asia/Urumqi
IQN	Qingyang Airport	Asia/Shanghai
IQQ	Diego Aracena International Airport	America/Santiago
IQT	Coronel FAP Francisco Secada Vignetta International Airport	America/Lima
IRA	Kirakira Airport	Pacific/Guadalcanal
IRB	Iraan	America/Chicago
IRC	Circle City Airport	America/Anchorage
IRD	Ishwardi Airport	Asia/Dhaka
IRE	Irecê Airport	America/Bahia
IRG	Lockhart River	Australia/Brisbane
IRI	Iringa Airport	Africa/Dar_es_Salaam
IRJ	Capitán Vicente Almandos Almonacid Airport	America/Argentina/La_Rioja
IRK	Kirksville	America/Chicago
IRM	Igrim airport	Asia/Yekaterinburg
IRN	Iriona	America/Tegucigalpa
IRO	Birao	Africa/Bangui
IRP	Matari Airport	Africa/Lubumbashi
IRR	Roma Ostiense Railway Station	Europe/Rome
IRS	Sturgis	America/Detroit
IRT	Roma Tiburtina Railway Station	Europe/Rome
IRU	Iranamadu	Asia/Colombo
IRZ	Tapuruquara Airport	America/Manaus
ISA	Mount Isa Airport	Australia/Brisbane
ISB	Islamabad International Airport	Asia/Karachi
ISC	St Mary's Airport	Europe/London
ISD	Iscuande	America/Bogota
ISE	Suleyman Demirel	Europe/Istanbul
ISG	Ishigaki Airport	Asia/Tokyo
ISH	Ischia	Europe/Rome
ISI	Isisford Airport	Australia/Brisbane
ISJ	Isla Mujeres Airport	America/Cancun
ISK	Ozar Airport	Asia/Kolkata
ISL	Istanbul Airport	Europe/Istanbul
ISM	Kissimmee Gateway Airport	America/New_York
ISN	Williston	America/Chicago
ISO	Kinston Regional Jetport	America/New_York
ISP	Long Island Mac Arthur Airport	America/New_York
ISQ	Manistique	America/Detroit
